Zone_ID,N,P,K,Moisture,pH,Temperature,Humidity,Semantic_Tag,Action_Suggested,Current_Node,Label
Z6,67.0,24.0,65.0,25.82,5.25,19.3,61.54,"K-deficiency, K-deficiency",Monitor,Edge-Node-B,0
Z9,39.0,14.0,71.0,22.66,5.75,26.85,60.49,"N-deficiency, P-deficiency",Apply Fertilizer,Cloud-Node-2,0
Z3,41.0,15.0,55.0,33.5,5.41,18.65,31.06,"Healthy, K-deficiency",Irrigate,Cloud-Node-2,0
Z2,35.0,11.0,34.0,33.46,6.77,38.6,69.19,"P-deficiency, Healthy",Monitor,Cloud-Node-1,0
Z4,114.29877543338951,49.211972756042705,80.96163259865091,16.21227039714786,3.939387151840106,18.675846039611145,121.42948123966632,"N-deficiency, K-deficiency",Monitor,Edge-Node-B,1
Z7,12.799726053440745,10.42940641391468,39.34730601613266,21.14728494146759,4.393334412175635,30.637538526860414,78.01506326467668,"N-deficiency, N-deficiency",Monitor,Cloud-Node-1,1
Z8,72.0,6.0,41.0,37.86,6.3,36.27,52.2,"K-deficiency, Pest-risk",Apply Fertilizer,Edge-Node-B,0
Z2,17.0,39.0,73.0,12.86,8.0,26.17,60.35,"P-deficiency, P-deficiency",Monitor,Cloud-Node-2,0
Z1,45.0,8.0,94.0,30.42,5.97,18.18,57.24,"N-deficiency, K-deficiency",Irrigate,Edge-Node-B,0
Z4,41.16282598042974,56.99468212674887,91.82476564865095,12.413276931211792,6.9650461024422565,24.94619374171037,100.75554940490609,"K-deficiency, P-deficiency",Apply Fertilizer,Edge-Node-A,1
Z7,10.807655483496175,2.5938373160390817,36.313722424547144,18.327071385649933,5.11648490388725,37.21327771434164,42.528039688464084,"P-deficiency, Healthy",Apply Fertilizer,Edge-Node-B,1
Z5,44.0,26.0,46.0,25.02,5.76,38.53,82.49,"N-deficiency, P-deficiency",Apply Pesticide,Edge-Node-A,0
Z5,57.0,16.0,57.0,37.94,6.29,33.11,32.19,"K-deficiency, Healthy",Apply Pesticide,Cloud-Node-2,0
Z4,38.14592856045273,42.72343998770706,115.9636228237763,19.188479023286074,8.961520356124902,26.478558883087157,30.65179499608253,"Healthy, K-deficiency",Apply Pesticide,Edge-Node-A,1
Z6,23.0,28.0,84.0,15.59,5.48,35.99,47.11,"Pest-risk, P-deficiency",Monitor,Cloud-Node-1,0
Z8,16.0,30.0,24.0,10.05,7.82,20.01,54.7,"Healthy, N-deficiency",Irrigate,Edge-Node-A,0
Z6,14.624643535409104,13.29513048673555,31.908313168165318,49.05921792710222,5.339134966864024,35.27636170908014,52.20146818953586,"Healthy, P-deficiency",Apply Pesticide,Cloud-Node-2,1
Z5,53.0,31.0,41.0,23.66,6.64,18.7,91.55,"N-deficiency, K-deficiency",Apply Fertilizer,Edge-Node-A,0
Z7,30.45957634653249,2.417426694169245,38.67882710670792,19.330220557509914,7.574744969661034,19.766104549346203,76.11186479880631,"P-deficiency, N-deficiency",Apply Pesticide,Cloud-Node-1,1
Z3,33.0,11.0,82.0,30.75,6.32,39.68,27.55,"N-deficiency, K-deficiency",Apply Pesticide,Cloud-Node-2,0
Z10,25.0,39.0,55.0,24.21,5.44,40.43,54.67,"Pest-risk, Pest-risk",Irrigate,Cloud-Node-1,0
Z10,9.466497928673533,19.431232590435148,17.936522391170904,11.551078033025826,4.5172281682191855,39.35407797187461,43.700190684161036,"K-deficiency, Pest-risk",Apply Pesticide,Cloud-Node-1,1
Z10,65.59076896847701,26.832587305286047,105.83964992640607,17.537545235791033,3.5976078093138124,38.40198946702835,51.15974966781844,"N-deficiency, K-deficiency",Monitor,Edge-Node-A,1
Z6,38.0,12.0,38.0,9.92,7.01,18.07,33.88,"Healthy, Pest-risk",Apply Pesticide,Edge-Node-B,0
Z1,29.3250706017512,10.473239500625429,22.517464926344672,39.87410927348473,8.180252281478419,17.502855803780623,121.13997794001949,"Healthy, N-deficiency",Apply Fertilizer,Edge-Node-A,1
Z6,96.198190125717,22.90433098231357,112.99469951274696,46.543950856342335,6.44833892709946,49.11875184688726,80.74847032965555,"Pest-risk, N-deficiency",Apply Fertilizer,Edge-Node-A,1
Z6,28.0,25.0,86.0,28.7,7.76,40.33,43.16,"Pest-risk, K-deficiency",Apply Fertilizer,Edge-Node-B,0
Z5,26.882803766442972,61.23305302356455,117.98563875272194,40.93445553526754,9.35332034146464,18.628125268216486,101.8120644939457,"Pest-risk, K-deficiency",Apply Pesticide,Edge-Node-B,1
Z1,21.0,39.0,23.0,25.89,7.12,34.39,86.46,"Healthy, Healthy",Apply Pesticide,Edge-Node-A,0
Z4,18.273393049243317,5.894642919110748,23.57857167644299,9.482331916485544,7.7119347188697684,18.422407384648224,47.55460930981193,"Pest-risk, N-deficiency",Apply Pesticide,Cloud-Node-1,1
Z7,59.0,24.0,85.0,15.72,5.07,37.92,30.06,"Pest-risk, Pest-risk",Apply Pesticide,Edge-Node-B,0
Z7,52.0,43.0,53.0,11.18,7.5,21.11,89.78,"N-deficiency, P-deficiency",Monitor,Edge-Node-A,0
Z3,16.0,29.0,67.0,37.34,5.69,18.05,28.72,"Pest-risk, K-deficiency",Apply Fertilizer,Cloud-Node-1,0
Z4,24.741538899461286,18.556154174595964,9.991775324782441,17.473999984711202,8.749989405094698,19.535487332812128,43.18065700805969,"Pest-risk, Pest-risk",Apply Pesticide,Edge-Node-B,1
Z7,33.0,42.0,86.0,19.16,7.06,30.12,87.55,"N-deficiency, K-deficiency",Apply Pesticide,Edge-Node-A,0
Z10,45.0,8.0,65.0,8.36,7.15,24.41,64.62,"Healthy, Pest-risk",Apply Fertilizer,Edge-Node-A,0
Z3,65.0,32.0,73.0,12.58,6.3,38.23,62.24,"Healthy, Healthy",Irrigate,Edge-Node-A,0
Z3,31.0,22.0,37.0,37.67,7.01,37.88,28.52,"N-deficiency, N-deficiency",Monitor,Cloud-Node-2,0
Z4,99.25658996580647,57.77622400994705,94.8122650419644,47.74117002131144,9.49858782203718,44.57741663806238,45.26899160470399,"K-deficiency, P-deficiency",Apply Fertilizer,Edge-Node-B,1
Z3,62.0,16.0,85.0,14.5,7.89,18.1,59.4,"K-deficiency, P-deficiency",Apply Fertilizer,Edge-Node-A,0
Z9,20.0,17.0,90.0,15.68,5.54,40.0,69.87,"Healthy, P-deficiency",Irrigate,Edge-Node-B,0
Z5,71.0,7.0,75.0,12.6,5.17,23.22,42.89,"P-deficiency, N-deficiency",Apply Pesticide,Cloud-Node-1,0
Z7,27.25202551904258,10.109622369967408,36.482550291621514,26.98322595166041,8.565797533231578,48.41361798548125,73.14712485715667,"N-deficiency, Pest-risk",Irrigate,Edge-Node-A,1
Z2,22.128481710389828,10.102132954743183,41.85169366965033,7.760700081121068,4.344851859925814,15.785216423579438,37.41228460511006,"Pest-risk, Pest-risk",Irrigate,Edge-Node-B,1
Z6,26.228415730194822,23.99621013613569,42.41190628712354,21.38587995497999,5.759245984370327,29.335083987888773,38.55724866344568,"K-deficiency, N-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z9,36.0,36.0,76.0,17.94,6.47,38.56,46.4,"K-deficiency, N-deficiency",Apply Fertilizer,Cloud-Node-2,0
Z6,20.0,26.0,86.0,29.38,5.8,21.57,93.97,"Healthy, K-deficiency",Irrigate,Edge-Node-B,0
Z9,52.0,16.0,40.0,36.5,7.42,21.41,46.58,"K-deficiency, K-deficiency",Apply Fertilizer,Edge-Node-B,0
Z3,64.0,31.0,46.0,18.55,5.27,23.04,73.53,"P-deficiency, K-deficiency",Apply Fertilizer,Cloud-Node-1,0
Z10,32.0,15.0,28.0,28.73,5.52,18.24,60.72,"N-deficiency, N-deficiency",Irrigate,Edge-Node-A,0
Z10,72.0,30.0,90.0,18.89,5.94,34.27,61.81,"K-deficiency, N-deficiency",Irrigate,Edge-Node-A,0
Z6,48.0,12.0,20.0,26.61,6.19,34.2,45.94,"K-deficiency, Healthy",Irrigate,Cloud-Node-2,0
Z1,38.0,34.0,24.0,10.21,5.11,27.24,94.08,"K-deficiency, K-deficiency",Irrigate,Cloud-Node-1,0
Z5,24.62739336338459,16.061343497859514,25.16277147997991,30.079616060303835,6.542458890355103,26.552574269259416,40.68546587119615,"P-deficiency, Healthy",Irrigate,Edge-Node-B,1
Z2,18.176573119684658,2.163877752343412,9.088286559842329,16.446089568957856,6.474790206812765,34.84201805645212,90.25227619897917,"Healthy, N-deficiency",Monitor,Cloud-Node-2,1
Z4,45.0,14.0,33.0,19.31,7.09,21.25,36.79,"Pest-risk, Pest-risk",Apply Fertilizer,Cloud-Node-2,0
Z5,34.0,5.0,35.0,16.76,6.04,18.1,64.56,"P-deficiency, N-deficiency",Monitor,Cloud-Node-1,0
Z2,55.0,20.0,20.0,26.1,6.29,32.16,38.43,"Pest-risk, Pest-risk",Apply Fertilizer,Edge-Node-A,0
Z3,52.0,26.0,34.0,10.63,6.92,28.56,71.71,"K-deficiency, K-deficiency",Monitor,Edge-Node-B,0
Z9,36.0,8.0,55.0,34.54,7.78,31.62,68.69,"K-deficiency, K-deficiency",Apply Fertilizer,Edge-Node-A,0
Z4,18.0,29.0,92.0,11.59,6.35,38.89,51.27,"Pest-risk, N-deficiency",Apply Pesticide,Cloud-Node-2,0
Z9,24.957191661700673,44.04210293241295,76.33964508284912,7.653659515802788,5.545443423022624,17.04490269114758,33.16585790181209,"N-deficiency, N-deficiency",Apply Pesticide,Cloud-Node-2,1
Z8,23.10592501080348,15.107720199371508,8.886894234924416,33.972265138754125,5.218340482917122,14.438664102588543,60.85524891324752,"P-deficiency, P-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z9,36.95998121320663,22.497379868908382,45.53041163945744,19.82617920261966,3.7999094754758476,24.268908508325623,69.90472708501301,"K-deficiency, Healthy",Monitor,Edge-Node-A,1
Z7,108.56707414226645,51.92338328543178,55.070254999700374,44.982916423782136,8.570288687090727,43.59275650888584,98.05389417499308,"Pest-risk, K-deficiency",Monitor,Edge-Node-B,1
Z5,103.58515770306198,40.85048472796811,70.02940239080247,11.010963107135279,9.307885342742889,26.242409729976526,28.082638592803097,"K-deficiency, N-deficiency",Monitor,Edge-Node-A,1
Z8,56.0,44.0,85.0,23.6,5.3,34.08,69.02,"P-deficiency, Pest-risk",Apply Fertilizer,Edge-Node-A,0
Z7,25.560639677409185,37.58917599618998,40.59631007588518,11.77472124232829,7.612851533349679,26.225403621502544,48.683638837728815,"Pest-risk, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z3,14.405060103670749,10.083542072569525,39.37383095003338,22.643920597564758,7.364652545871007,38.458622304849314,59.639228602217415,"Healthy, Healthy",Irrigate,Cloud-Node-2,1
Z7,39.0,34.0,36.0,27.34,5.64,24.22,54.75,"Healthy, P-deficiency",Apply Pesticide,Cloud-Node-2,0
Z8,58.0,41.0,86.0,26.92,5.46,38.12,57.05,"Healthy, N-deficiency",Apply Fertilizer,Cloud-Node-1,0
Z3,29.54923769808126,14.28213155407261,31.519186877953345,6.16364754909795,7.855514894657328,17.534825754428905,51.189286720653115,"Pest-risk, K-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z10,32.0,22.0,43.0,32.4,6.24,34.21,36.98,"K-deficiency, Healthy",Monitor,Cloud-Node-2,0
Z7,56.0,37.0,62.0,15.94,6.03,27.1,77.88,"P-deficiency, Healthy",Apply Fertilizer,Cloud-Node-2,0
Z8,17.522457689667906,12.821310504635054,32.4806532784088,33.53140426496147,8.063880050066004,38.994197681543234,53.99332087488315,"P-deficiency, K-deficiency",Apply Pesticide,Cloud-Node-2,1
Z7,49.04843863873724,50.58120234619778,121.08833288938256,9.125328964849079,8.689998998970061,26.83008393013645,37.74406494021234,"Healthy, Healthy",Irrigate,Cloud-Node-1,1
Z2,21.0,6.0,83.0,35.86,5.95,36.35,94.09,"N-deficiency, N-deficiency",Irrigate,Cloud-Node-1,0
Z7,22.985062955180577,42.905450849670416,45.970125910361155,46.569470626005184,9.147209713613599,32.277423322724104,111.80874312124617,"N-deficiency, N-deficiency",Monitor,Edge-Node-A,1
Z2,30.343906091129504,17.068447176260346,39.82637674460747,42.80667619158598,6.113208937456809,29.582294212117645,55.50549948193142,"K-deficiency, K-deficiency",Monitor,Edge-Node-A,1
Z1,30.0,40.0,38.0,34.76,5.34,33.75,58.21,"N-deficiency, Pest-risk",Apply Pesticide,Cloud-Node-2,0
Z6,59.0,43.0,25.0,20.94,6.75,28.82,71.16,"N-deficiency, Healthy",Apply Pesticide,Edge-Node-A,0
Z4,68.54582265998245,54.836658127985956,100.53387323464092,6.664136383982105,7.321421785293472,24.605869579455558,58.42204170585305,"P-deficiency, N-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z9,18.462604633341996,15.967658061268754,32.43430543695216,47.05524037659576,3.724004329495778,37.02728340995462,93.90519145270154,"Pest-risk, Healthy",Irrigate,Cloud-Node-1,1
Z1,26.198305935027957,16.1953163961991,35.24862980349216,18.435173520580292,7.835118907925716,29.34221509752505,46.94054379311632,"Pest-risk, Pest-risk",Apply Pesticide,Edge-Node-A,1
Z10,45.208480771677486,14.583380894089512,100.62532816921764,12.078715718156094,9.524614213751809,17.015417481992056,41.06763344173072,"Healthy, N-deficiency",Apply Fertilizer,Edge-Node-A,1
Z5,24.601753248777424,10.130133690673057,16.401168832518284,33.185305744350934,5.604030788553453,48.619087185764194,120.06803584419576,"P-deficiency, Pest-risk",Apply Pesticide,Edge-Node-A,1
Z2,32.0,41.0,53.0,25.88,7.68,18.16,83.16,"P-deficiency, K-deficiency",Monitor,Edge-Node-A,0
Z7,45.0,23.0,84.0,34.79,7.2,25.43,43.7,"Healthy, N-deficiency",Apply Fertilizer,Cloud-Node-2,0
Z4,30.54065462002152,20.688830549046838,43.84061711583735,22.728499283348025,6.777418290767491,26.433657879377122,38.60418471242026,"P-deficiency, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z3,80.28703974216535,46.4819703770431,71.83577240088479,31.399376578421897,8.0969178000392,21.983035068261362,65.48894578988082,"N-deficiency, Pest-risk",Irrigate,Edge-Node-B,1
Z4,114.52979599999232,34.51582893150454,51.7737433972568,8.033046183111855,8.338877378055747,22.473581205110367,27.29758621630301,"P-deficiency, Pest-risk",Irrigate,Edge-Node-B,1
Z9,59.12331449422132,26.605491522399593,39.90823728359939,14.819158407954308,4.557130295988168,25.053249168350142,42.16525072135176,"Healthy, Pest-risk",Apply Pesticide,Cloud-Node-2,1
Z10,46.0,30.0,84.0,14.52,7.56,26.68,26.94,"P-deficiency, P-deficiency",Apply Fertilizer,Edge-Node-B,0
Z6,27.5443504220859,18.08882714286238,9.866632987015844,15.289185121769938,4.394230847666339,25.266379249524977,38.215576724655875,"Pest-risk, Healthy",Irrigate,Cloud-Node-1,1
Z10,33.36552266843845,12.580442973345644,27.895764853940342,17.443441708858806,5.691091882788432,31.22234813771891,36.8550871865975,"P-deficiency, Pest-risk",Monitor,Edge-Node-A,1
Z9,27.42062692026468,23.581739151427623,15.35555107534822,21.86025202208843,7.3337141709172435,34.605428365614486,91.31590225949316,"Healthy, K-deficiency",Apply Pesticide,Edge-Node-B,1
Z1,62.0,14.0,70.0,35.44,6.29,36.78,51.44,"N-deficiency, N-deficiency",Apply Fertilizer,Edge-Node-A,0
Z1,41.0,36.0,66.0,10.95,6.75,39.31,57.66,"Pest-risk, Healthy",Monitor,Cloud-Node-1,0
Z1,114.19195955919425,40.671108884096576,75.08512409371676,16.12707681598093,6.900899103194999,35.08784136478454,45.82824164402886,"P-deficiency, Pest-risk",Monitor,Cloud-Node-2,1
Z3,72.0,30.0,37.0,23.8,7.02,18.77,71.4,"N-deficiency, Healthy",Monitor,Edge-Node-A,0
Z10,19.206355634078133,9.398854884761638,23.701460144181524,43.41398739047041,4.555589715282819,35.779770521913484,105.76870990931697,"Healthy, K-deficiency",Monitor,Cloud-Node-1,1
Z4,65.75648336702508,40.350569338856296,67.25094889809382,12.413093571346257,6.973080103480914,42.707417943410135,23.87174167372954,"Healthy, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z10,25.598835762503214,13.291703184376669,24.12197985312803,9.509476363235326,6.587909198816831,13.735809415198068,47.639963644469596,"N-deficiency, K-deficiency",Apply Pesticide,Cloud-Node-1,1
Z8,65.0,29.0,44.0,29.9,5.55,35.89,52.91,"Pest-risk, P-deficiency",Monitor,Cloud-Node-1,0
Z2,74.0111876039979,56.2485025790384,99.17499138935719,28.356471783521712,5.292388751813675,46.2747171914228,49.392778321323135,"N-deficiency, Pest-risk",Irrigate,Edge-Node-B,1
Z4,96.69488535019474,19.04596226594745,101.09010741156723,15.277303390005493,8.86127376232276,35.176203139791426,73.97278973514486,"K-deficiency, Pest-risk",Apply Pesticide,Cloud-Node-1,1
Z8,26.774238543163268,9.449731250528213,75.5978500042257,18.67106935101127,7.154141838036523,27.546467557981916,21.39072440299357,"P-deficiency, K-deficiency",Apply Pesticide,Edge-Node-A,1
Z5,32.447479332525376,20.99542780339877,24.335609499394028,38.96473279229576,6.146426472956237,25.57996011576794,106.68000909811869,"P-deficiency, K-deficiency",Irrigate,Edge-Node-A,1
Z7,36.414211972680064,17.908628839022985,38.205074856582364,15.909521897194344,6.081375477073954,38.221456435923535,53.91419791451919,"N-deficiency, Pest-risk",Apply Pesticide,Cloud-Node-1,1
Z6,61.0,20.0,82.0,30.91,6.46,39.73,68.05,"Healthy, K-deficiency",Irrigate,Cloud-Node-2,0
Z1,26.0,19.0,68.0,27.68,7.21,19.43,57.88,"K-deficiency, Pest-risk",Monitor,Edge-Node-A,0
Z7,46.0,21.0,48.0,35.12,7.24,37.56,58.64,"K-deficiency, Pest-risk",Irrigate,Cloud-Node-2,0
Z1,35.0,8.0,85.0,13.46,5.3,33.87,65.72,"K-deficiency, N-deficiency",Irrigate,Edge-Node-A,0
Z2,22.0,7.0,23.0,17.73,6.04,24.9,28.27,"N-deficiency, Pest-risk",Monitor,Edge-Node-A,0
Z8,50.52177215319554,44.74785533568748,106.81746112389915,33.57442286021907,8.306014246367535,31.81487211775942,70.45775730324554,"Pest-risk, Healthy",Irrigate,Edge-Node-A,1
Z10,54.0,5.0,20.0,35.47,6.12,33.18,77.67,"N-deficiency, P-deficiency",Monitor,Cloud-Node-2,0
Z10,23.80395382622451,22.316206712085478,46.12016053830999,15.689287360572346,5.413919403978376,28.943599835968957,55.84668651572814,"N-deficiency, Pest-risk",Irrigate,Cloud-Node-1,1
Z10,24.76506410161641,2.814211829729137,22.513694637833098,5.01752597656921,9.616848493283737,21.72324347036586,20.97827610803587,"K-deficiency, K-deficiency",Monitor,Edge-Node-B,1
Z2,63.0,30.0,68.0,27.06,6.06,31.24,40.95,"K-deficiency, Healthy",Irrigate,Edge-Node-A,0
Z6,69.0,24.0,33.0,33.91,7.94,27.88,35.55,"P-deficiency, K-deficiency",Monitor,Cloud-Node-2,0
Z10,48.32732935872616,17.573574312264057,133.26627186800243,46.83146753556231,7.3767344200678515,34.13723712720094,112.58160738681535,"Healthy, Healthy",Apply Fertilizer,Edge-Node-A,1
Z4,43.0,24.0,53.0,35.3,5.25,37.85,36.59,"P-deficiency, P-deficiency",Irrigate,Cloud-Node-2,0
Z2,19.82215815297285,5.368501166430147,26.4295442039638,17.596216927360565,6.3011896060751,35.74356116025447,27.186701619136272,"Pest-risk, N-deficiency",Apply Fertilizer,Edge-Node-A,1
Z5,33.0,39.0,45.0,36.05,7.5,37.76,40.67,"Healthy, N-deficiency",Monitor,Edge-Node-B,0
Z1,66.0,23.0,75.0,27.96,7.41,31.68,57.0,"K-deficiency, K-deficiency",Irrigate,Cloud-Node-2,0
Z9,25.76282663118246,14.799921681743115,12.05919544438328,23.137881813175678,6.910406108560821,13.941451700631012,42.06604957434386,"K-deficiency, N-deficiency",Monitor,Cloud-Node-2,1
Z5,74.67404554435454,36.54261803234371,100.09499721902843,38.2253251453106,6.166399281438246,36.53008982162029,75.82512024555386,"N-deficiency, P-deficiency",Apply Pesticide,Cloud-Node-2,1
Z1,52.0,7.0,27.0,17.45,7.3,19.39,29.57,"Healthy, P-deficiency",Monitor,Cloud-Node-1,0
Z7,32.88767248754364,32.88767248754364,109.62557495847881,13.188780043733741,9.139172549618335,44.12426083698147,45.518002080761384,"K-deficiency, Healthy",Apply Pesticide,Edge-Node-B,1
Z8,52.0,7.0,82.0,13.97,6.14,28.2,87.54,"Pest-risk, K-deficiency",Apply Pesticide,Cloud-Node-1,0
Z4,74.0,26.0,38.0,23.36,6.69,20.18,29.96,"Pest-risk, P-deficiency",Apply Fertilizer,Cloud-Node-2,0
Z6,66.04472261409211,51.36811758873831,41.09449407099064,25.355237309403204,8.623801510411994,32.9684975299773,52.027022259805996,"N-deficiency, N-deficiency",Apply Pesticide,Cloud-Node-1,1
Z2,45.0,37.0,50.0,8.33,5.16,27.93,59.78,"N-deficiency, K-deficiency",Monitor,Cloud-Node-2,0
Z1,46.0,35.0,88.0,34.08,5.1,29.02,41.17,"K-deficiency, Pest-risk",Apply Fertilizer,Cloud-Node-1,0
Z1,60.0,35.0,62.0,25.81,6.83,39.37,31.92,"N-deficiency, Pest-risk",Irrigate,Cloud-Node-1,0
Z3,61.0,29.0,70.0,14.18,5.31,27.37,72.42,"Healthy, P-deficiency",Monitor,Edge-Node-B,0
Z7,36.17044727971902,21.906045535604477,17.321059260710516,21.359004735015972,6.662063575022886,30.236913353764074,84.40819603587393,"P-deficiency, Healthy",Apply Fertilizer,Cloud-Node-2,1
Z7,65.00691011544596,41.893342074398504,91.00967416162433,10.847985958303127,7.135445277382146,16.058601106232825,58.76910159390361,"N-deficiency, K-deficiency",Irrigate,Cloud-Node-2,1
Z7,63.0,28.0,51.0,34.62,5.34,30.44,60.92,"K-deficiency, N-deficiency",Apply Fertilizer,Edge-Node-B,0
Z10,14.420439253004211,11.09264557923401,38.26962724835733,23.856794307328574,9.385854834425402,17.78841157811702,121.73228216961454,"N-deficiency, Pest-risk",Apply Fertilizer,Cloud-Node-1,1
Z5,24.710135969443645,13.780652752189724,22.33416135699714,13.711842114265558,5.83474624433199,29.171171807066493,23.91234512813636,"P-deficiency, K-deficiency",Monitor,Edge-Node-B,1
Z10,25.0,11.0,70.0,23.62,7.24,39.79,63.64,"Pest-risk, N-deficiency",Apply Pesticide,Cloud-Node-2,0
Z9,36.76553405904321,24.88743843996771,44.11864087085185,25.625038964274086,9.108558530338442,22.662803426932857,39.754080617238515,"Healthy, Healthy",Apply Pesticide,Cloud-Node-1,1
Z3,36.0,16.0,57.0,28.31,7.63,40.05,67.92,"N-deficiency, Healthy",Irrigate,Edge-Node-B,0
Z10,66.0,20.0,33.0,21.32,6.23,31.94,66.49,"N-deficiency, Pest-risk",Apply Fertilizer,Cloud-Node-2,0
Z5,27.19933054277603,8.9015990867267,21.75946443422082,16.970339224024393,5.808436979744538,15.388328211081802,89.1540356417056,"K-deficiency, N-deficiency",Apply Pesticide,Cloud-Node-1,1
Z5,40.0,10.0,36.0,26.43,6.7,24.85,52.31,"K-deficiency, K-deficiency",Apply Fertilizer,Edge-Node-B,0
Z7,56.0,19.0,40.0,15.7,5.46,32.38,53.22,"N-deficiency, Pest-risk",Apply Pesticide,Edge-Node-B,0
Z10,92.86340294735703,36.58255267623156,84.42127540668821,45.72998354450915,3.8756383845900615,38.63213011907543,70.36761570453731,"K-deficiency, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z7,65.0,8.0,90.0,35.69,6.12,23.17,47.06,"Healthy, N-deficiency",Apply Fertilizer,Cloud-Node-1,0
Z7,59.0,42.0,74.0,25.77,7.02,40.59,49.54,"K-deficiency, Pest-risk",Apply Fertilizer,Cloud-Node-2,0
Z7,41.0,16.0,47.0,23.29,6.99,21.22,43.89,"Healthy, N-deficiency",Irrigate,Edge-Node-A,0
Z5,28.0,19.0,67.0,35.15,7.51,28.17,45.17,"Pest-risk, K-deficiency",Monitor,Cloud-Node-1,0
Z7,67.0,44.0,61.0,29.34,6.18,19.63,40.43,"Healthy, Pest-risk",Apply Fertilizer,Edge-Node-B,0
Z4,28.0,41.0,87.0,14.56,7.38,31.48,25.92,"N-deficiency, N-deficiency",Irrigate,Edge-Node-A,0
Z6,82.66039432752257,49.306200125188894,52.2065648384353,42.7729724247,7.711135176901954,16.982042533359756,100.01109422102412,"P-deficiency, Pest-risk",Apply Fertilizer,Cloud-Node-2,1
Z4,50.0,9.0,64.0,31.98,6.7,22.48,42.75,"P-deficiency, K-deficiency",Monitor,Edge-Node-A,0
Z3,40.0,14.0,83.0,17.35,7.77,34.38,82.44,"Healthy, K-deficiency",Monitor,Cloud-Node-1,0
Z10,19.0,32.0,22.0,33.05,7.55,39.98,49.73,"P-deficiency, Pest-risk",Monitor,Cloud-Node-1,0
Z9,52.0,16.0,69.0,36.51,5.81,32.62,82.06,"Healthy, K-deficiency",Irrigate,Edge-Node-B,0
Z1,63.0,20.0,82.0,23.0,5.55,34.0,51.97,"P-deficiency, N-deficiency",Monitor,Edge-Node-A,0
Z10,21.913598791075177,17.717377745975675,28.441053750118844,17.577533201388462,5.294751742257884,33.56975160015524,49.31904151096646,"N-deficiency, Healthy",Irrigate,Edge-Node-B,1
Z10,60.0,35.0,48.0,29.92,5.1,36.13,50.2,"N-deficiency, K-deficiency",Irrigate,Cloud-Node-1,0
Z3,11.735931321062399,18.255893166097064,15.213244305080886,40.81261483275536,5.860682942139744,45.97261604341931,55.789115911053884,"N-deficiency, Pest-risk",Monitor,Edge-Node-A,1
Z9,100.11496769965873,63.565058856926186,87.4019559282735,35.234075362890465,5.441638230793383,27.20433227026176,82.90448415281766,"N-deficiency, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z7,106.74445706610118,59.65131424282125,105.17468563865852,17.545438049963202,8.96249139366421,23.773784586199213,39.01181159045043,"Healthy, P-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z4,112.60369987014656,7.7125821828867505,131.11389710907474,12.856694100861029,9.104847919817097,26.949012832457353,91.91998345123967,"Healthy, Pest-risk",Irrigate,Cloud-Node-1,1
Z9,33.0,17.0,42.0,27.66,5.48,34.55,56.51,"Healthy, Pest-risk",Apply Fertilizer,Edge-Node-A,0
Z6,112.57500462758067,33.46824461901047,92.79831462543812,27.983985959686784,9.349957288920441,36.486684506288185,78.04026657759785,"P-deficiency, N-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z8,19.250892655532773,8.845004733623165,36.94090212277911,13.694212308340141,6.620018860160636,20.731792058614772,102.08541154804904,"N-deficiency, N-deficiency",Apply Pesticide,Edge-Node-B,1
Z2,110.99007115339397,67.82726570485187,137.1960601757231,29.8189827488056,4.338276956888663,53.501819109629835,105.21315147664988,"N-deficiency, P-deficiency",Apply Pesticide,Cloud-Node-1,1
Z8,33.01856956723687,7.861564182675444,75.47101615368427,15.431555008468745,8.632079078630863,27.887376709721188,37.61155339786651,"Pest-risk, Healthy",Apply Pesticide,Edge-Node-A,1
Z7,99.42022963852466,24.144912912213133,83.79705069532793,16.12323560420534,4.827057958101274,33.25451422131031,49.284218326541364,"Healthy, K-deficiency",Monitor,Edge-Node-B,1
Z3,67.60891664026097,61.97484025357255,54.93224477021204,4.620162473964211,9.633022975181614,16.20154573431151,33.41456428774835,"Pest-risk, Pest-risk",Apply Pesticide,Cloud-Node-2,1
Z2,29.0,13.0,76.0,15.0,7.76,18.33,31.36,"Pest-risk, Pest-risk",Irrigate,Edge-Node-A,0
Z1,97.97323261618418,31.604268585865864,63.20853717173173,5.211799018769815,6.608148565965949,17.497539993055902,44.95434153640486,"K-deficiency, P-deficiency",Apply Fertilizer,Cloud-Node-2,1
Z7,69.82953593702278,48.5770684779289,80.45576966656974,18.04681307920199,5.981901055336802,22.794971973885005,19.885285627099112,"N-deficiency, Pest-risk",Apply Pesticide,Edge-Node-B,1
